Name,Java code,nb lines,code size,class size,class files
cjm.Charo_1.0.jar,Yes,130,744,4558,2
exauge.GateKeeper_1.1.21g.jar,No,0,238,2002,1
eem.EvBotNG_v0.4.jar,No,0,17301,113768,46
rsalesc.mega.Knight_0.6.5.jar,No,0,47168,251205,209
lxx.Tomcat_3.50opts39.jar,No,0,42680,382484,165
ntc.Cannon_0.93.jar,No,0,731,5296,2
wompi.Quokka_s1.5.jar,Yes,155,249,2070,1
synapse.Geomancy_2a.jar,No,0,9706,55588,19
abc.Shadow_3.74d.jar,No,0,33401,90349,34
sheldor.melee.nano.TestMelee_0.1.jar,Yes,64,245,2403,1
voidious.micro.Jen_1.074.jar,Yes,189,722,4650,2
lxx.Tomcat_3.62.jar,No,0,42087,368221,155
wiki.rrgc.BeeRRGC_2.0.2reb.jar,Yes,614,2626,21860,6
cb.mega.Firestarter_1.13e.jar,No,0,17067,49915,24
ph.Thinker_0.2.5.jar,Yes,1596,7950,46462,18
cb.mega.Firestarter_1.1.jar,No,0,10390,34066,18
voidious.Dookious_1.58.jar,Yes,5599,23942,175304,84
ahr.ice.Ice_1.0.2.jar,No,0,7668,66112,33
suh.mega.WaveSurferPG_1.05.jar,Yes,747,2888,33113,16
voidious.TripHammer_R1.2.0RM.jar,Yes,9014,37843,225273,57
lxx.Tomcat_3.40.jar,No,0,42381,380704,160
aaa.ScalarBot_0.012n2.7.101.jar,No,0,63324,503727,190
oog.micro.MagicD3_0.1.jar,No,0,748,4926,2
stelo.MatchupAGF_1.1.jar,Yes,747,2858,16254,4
jk.mega.DrussGT_2.7.20.jar,Yes,7999,53551,136572,31
rsalesc.roborio.Roborio_1.2.1.jar,No,0,39529,169681,126
jk.mega.DrussGT_3.0.0.jar,Yes,7367,55352,146558,38
aaa.ScalarBot_0.01e.jar,No,0,27455,218815,80
jk.melee.Neuromancer_2.6.jar,Yes,3016,17457,61480,23
xander.cat.Mikey_1.0.jar,No,0,39966,356147,136
stelo.UntouchableNano_1.4.jar,Yes,93,247,2039,1
voidious.mini.Komarious_1.36.jar,Yes,377,1486,11043,4
maribo.FollowFire_1.jar,Yes,40,206,1746,1
demetrix.ForceMajeure_0.75.jar,No,0,5986,42231,18
Grystrion.RandomTrackerNOREV_1.0.jar,No,0,561,3496,1
jk.melee.Neuromancer_1.5.jar,Yes,2982,17227,64281,23
kawigi.mini.Fhqwhgads_1.1.jar,Yes,262,1496,7990,2
pez.mini.Pugilist_2.5.1c.jar,Yes,320,1497,11041,3
voidious.test.DookiBee_0.66b.jar,Yes,6488,25965,124327,26
cb.DeepThought_1.2.jar,No,0,4632,22144,6
voidious.Diamond_1.7.37.jar,Yes,10952,49479,402071,110
voidious.Dookious_1.512.jar,Yes,4806,19680,140711,61
oog.micro.MagicD3_0.3.jar,No,0,744,4937,2
wiki.challenge.Shark_1.0.jar,No,0,514,3184,1
McS.Spanky_test.jar,Yes,88,214,1922,1
rsim.mini.BulletCatcher_0.2.jar,No,0,1494,6310,2
tjk.deBroglie_rev0053.jar,Yes,4991,20564,117495,33
jk.mega.DrussGT_1.0.14.jar,Yes,3016,17131,68259,17
lxx.Tomcat_3.41.jar,No,0,42197,378824,160
sam.Samspin_1.0.jar,Yes,78,208,1735,1
abc.Shadow_3.82v.jar,No,0,29086,84345,32
voidious.Diamond_1.47.jar,Yes,7953,36069,211332,57
KiraNL.ChupaLite_0.4.jar,No,0,1521,7922,2
jrm.Test0_1.0.jar,No,0,1778,12274,6
dsekercioglu.Rechner_1.0.0.jar,No,0,11159,43517,30
ahf.r2d2.R2d2_0.86.jar,No,0,1496,9079,3
janm.Jammy_1.0.jar,Yes,66,249,1950,1
jk.mega.DrussGT_1.9.0.jar,Yes,5160,34334,116596,30
voidious.mini.Komarious_1.50.jar,Yes,377,1459,9396,4
voidious.mini.Komarious_1.761.jar,Yes,349,1492,8060,2
extra.Sauce_.01.jar,Yes,58,259,2084,1
voidious.Diamond_1.7.38.jar,Yes,10770,48952,398172,109
de.simpleworks.robocode.bots.swiBot_1.0.jar,No,0,3341,25773,11
ej.ChocolateBar_1.0.jar,No,0,1334,8679,2
voidious.Diamond_1.342.jar,Yes,6730,30587,178303,47
eem.EvBotNG_v5.4.jar,Yes,8909,38768,228506,74
cjk.Merkava_0.2.0.jar,No,0,1046,7809,4
is.fon.rs.Kamikaza_1.0.jar,Yes,106,422,2153,1
lrem.magic.TormentedAngel_Antiquitie.jar,No,0,3056,9970,3
ancientpyro.megas.knnbot.KnnBot_1.1.jar,No,0,10628,70654,24
oog.nano.Caligula_1.15.jar,No,0,249,2200,1
jk.mega.DrussGT_3.1.1.jar,Yes,7770,56134,152229,41
lxx.Tomcat_3.52b.jar,No,0,44274,397466,167
robar.nano.THe_DaRK_BRoTHeR_0.3.jar,No,0,246,2011,1
mn.Combat_1.0.jar,No,0,11144,50325,34
pe.SandboxLump_1.52.jar,No,0,7251,25998,5
suh.nano.FlipPM_1.00.jar,Yes,58,244,2491,1
voidious.Dookious_1.60.jar,Yes,5765,24508,179660,85
voidious.mini.Komarious_1.68.jar,Yes,345,1458,7923,2
eem.EvBot_v3.3.jar,No,0,12147,62244,20
cs.Mint_0.5.jar,No,0,12845,52877,27
pez.rumble.CassiusClay_2rho.01.jar,Yes,1972,10878,72844,22
lxx.Tomcat_3.35.jar,No,0,39894,364777,156
cs.Nene_MC62k7.jar,No,0,18998,70601,35
rsalesc.mega.Knight_0.4.9.jar,No,0,42750,228706,194
positive.Portia_1.12.jar,No,0,39501,106240,73
voidious.team.LuminariousDuo_1.06.jar,No,0,1846,10603,5
mld.LittleBlackBook_1.66.jar,Yes,2399,249,129178,1
jk.sheldor.nano.Yatagan_1.2.2.jar,Yes,288,249,18651,1
EBBU.Sim2_1.01.jar,No,0,715,4247,2
barontrozo.BaronTrozo_1.4.2.jar,No,0,13209,68970,20
apv.TheBrainPi_0.5.jar,Yes,2507,14439,67531,14
jk.mini.CunobelinDC_0.5.jar,Yes,366,1448,7202,2
voidious.Diamond_1.391.jar,Yes,7035,31664,183664,47
jk.mega.DrussGT_1.8.5.jar,Yes,4954,33067,114209,27
cb.mega.Firestarter_1.4.3.jar,No,0,12398,40042,21
aaa.ShieldBot_0.011.jar,No,0,12996,124673,45
voidious.Diamond_1.8.6.jar,Yes,11327,48552,404176,107
mld.Moebius_2.9.jar,Yes,324,249,3467,1
mue.Ascendant_1.2.4.jar,No,0,20779,83782,37
voidious.Diamond_1.115.jar,Yes,4826,21380,120918,28
pez.mini.Gouldingi_1.5.jar,No,0,1390,7872,2
rampancy.Durandal_2.1d.jar,No,0,17256,163938,80
justin.DemonicRage_2.1c.jar,No,0,21597,109608,34
kcn.percept.PerceptBot_2.3.jar,Yes,188,1314,5102,1
suh.nano.TargetC_1.00.jar,Yes,46,197,1745,1
voidious.Diamond_1.14.jar,Yes,4830,21382,121205,28
cb.mega.Firestarter_1.5.4.jar,No,0,13312,42372,21
mld.LittleBlackBook_1.56.jar,Yes,2037,249,113377,1
pulsar.PulsarMax_0.6.35.jar,No,0,19566,126046,43
lxx.Tomcat_3.33.jar,No,0,35711,336568,140
voidious.Dookious_1.14.jar,Yes,7530,33806,167573,28
justin.DemonicRage_3.3f.jar,No,0,33002,185080,53
abc.Shadow_3.77d.jar,No,0,29950,86008,33
voidious.Dookious_1.01.jar,Yes,7190,31106,156301,28
robar.micro.Gladius_1.15.jar,Yes,299,744,5695,2
gh.micro.GrubbmThree_0.9f.jar,Yes,157,707,4414,1
cb.fire.FirestarterTeam_2.0.jar,No,0,18047,68068,0
skm.Ryubot_1.0.jar,Yes,225,1323,7685,2
voidious.Dookious_1.454.jar,Yes,4731,19467,138942,61
demetrix.nano.SledgeHammer_0.22.jar,No,0,245,1808,1
DemonicRage.justin.DemonicRage_1.93.jar,No,0,17670,94183,33
aaa.ScalarBot_0.012n1.12.jar,No,0,51964,415958,158
cb.micro.Haiduc_1.0.jar,No,0,747,5516,2
voidious.Dookious_1.465.jar,Yes,4750,19540,139332,61
dft.Virgin_1.25.jar,No,0,3749,16401,5
aaa.ScalarBot_0.014b.jar,No,0,39639,304480,119
voidious.Dookious_0.88.jar,Yes,6892,27998,141538,27
W.Hollow_1.0.jar,Yes,92,308,2348,1
voidious.mini.Komarious_1.493.jar,Yes,377,1495,9458,4
darkcanuck.Gaff_1.26.jar,No,0,22762,86698,48
xander.cat.XanderCat_10.28.jar,Yes,13758,48401,440031,168
voidious.Diamond_1.441.jar,Yes,7757,34978,205623,55
bjl.LoneDragon_0.5.jar,No,0,26098,151006,68
pa3k.Manta_1.01.jar,No,0,19687,124055,41
voidious.mini.Komarious_1.342.jar,Yes,375,1481,10987,4
logiblocs.SittingDroid_1.0.jar,No,0,261,2295,1
cs.Nene_MC46k7.jar,No,0,14990,83595,27
voidious.Diamond_1.09.jar,Yes,4698,20819,118911,28
cx.mini.BlackSwans_0.60.jar,Yes,237,1447,6482,2
jk.mega.DrussGT_1.1.0NE2T.jar,Yes,3418,18017,74580,19
synapse.Geomancy_10.jar,No,0,12475,70948,23
eem.EvBot_v4.6.7.jar,No,0,34390,166202,36
pa3k.Viper_4.37.jar,No,0,34902,176734,76
oog.PricklyPear_1.0.2.jar,No,0,5180,21672,4
PK.Twardy_0.4.2.jar,No,0,1913,11098,4
oog.PricklyPear_1.0.6.jar,No,0,5037,21306,4
voidious.Diamond_1.285.jar,Yes,5828,25723,141752,30
bwbaugh.nano.Tirunculus_0.0.0.jar,No,0,173,1907,1
jk.mini.Cunobelin_0.1.2.jar,Yes,383,1496,7558,2
serenity.nonSense_1.32.jar,No,0,6147,18781,5
xander.cat.XanderCat_11.8.jar,Yes,14220,50570,455969,169
dmh.robocode.robot.BlackDeath_8.14.jar,No,0,27543,237681,79
KiraNL.Chupacabra_0.5.jar,No,0,1892,9569,2
divineomega.DivineBot_1.8.jar,No,0,11500,65674,19
tex.Longbot_0.3.jar,No,0,2544,21170,14
voidious.Diamond_1.8.3.jar,Yes,11327,48603,404227,107
cb.micro.Haiduc_0.1.jar,No,0,744,30797,4
lundal.Mark8_2012.09.15.jar,No,0,1491,7701,2
voidious.Diamond_1.323.jar,Yes,5994,26745,144397,30
abc.Shadow_3.82h.jar,No,0,28340,82906,32
romz.robot.circular.WildRabbit_0.9.4.jar,Yes,262,1368,7047,1
cs.Nene_MC59k7.jar,Yes,4030,17195,95566,30
cb.mega.Firestarter_1.12a.jar,No,0,15461,46629,23
rsalesc.mega.Knight_0.5.2.jar,No,0,42403,229915,196
tripphippy.Alice_1.0.jar,No,0,7537,35462,8
ad.last.Bottom_1.0.jar,Yes,57,245,2276,1
voidious.Diamond_1.411.jar,Yes,7162,32095,186851,48
cs.Mint_0.9.jar,No,0,13895,56283,28
whind.Strength_0.6.4.jar,Yes,2296,14225,53455,10
xander.cat.XanderCat_11.7.jar,Yes,14159,50284,452757,168
justin.DemonicRage_3.07.jar,No,0,25113,152281,49
tj.zombie1n_1.0.1.jar,No,0,247,1351,1
fowl3628800.StopAndGo_1.0.0.jar,No,0,8115,61934,13
rsalesc.melee.Medina_0.4.4.jar,No,0,47631,253267,220
uji.YellohFellah_1.0.jar,No,0,940,4157,1
abc.ShadowTeam_3.83.jar,No,0,29957,86486,0
lxx.Emerald_0.4.jar,No,0,159530,2454844,741
mn.SuperSittingDuck_1.0.1.jar,No,0,13,384,1
voidious.Diamond_1.243.jar,Yes,5515,24259,133193,28
rsalesc.mega.Knight_0.5.9.jar,No,0,45075,241253,205
pl.mskiba.Hilton_0.1.jar,No,0,174,1657,1
jk.mega.DrussGT_2.9.2.jar,Yes,7612,56269,148931,41
voidious.micro.Jen_1.087.jar,Yes,186,733,4609,2
wompi.Numbat_1.7.jar,Yes,3801,9308,97946,45
jk.mega.DrussGT_1.6.7b.jar,Yes,4871,32516,109248,27
voidious.Diamond_1.7.27.jar,Yes,10933,48929,396282,108
com.arsenic.NewTest_1.0.jar,No,0,2226,14775,6
marksteam.Phoenix_1.0.jar,Yes,323,1424,8638,3
Krabb.sliNk.Garm_0.9t.jar,No,0,225177,463654,62
jp.suh.nano.Charge2_1.00.jar,No,0,244,2139,1
kawigi.nano.Lib_1.0.jar,Yes,82,246,2261,1
gh.GrubbmOne_0.5.jar,Yes,430,1408,7998,3
cb.mega.Firestarter_1.13b.jar,No,0,16661,48777,24
mn.Combat_3.8.2.jar,No,0,24397,80835,51
jk.Waylander_0.1.14.jar,Yes,159,748,3593,1
jk.mini.CunobelinDC_0.3.jar,Yes,366,1479,7259,2
myl.micro.TroodonPack_1.10.jar,No,0,1414,10008,0
ad.Quest_0.10.jar,No,0,2940,13118,3
synnalagma.NeuralPremier_0.51.jar,No,0,22976,102036,39
voidious.Diamond_1.8.13.jar,Yes,11331,48787,404370,107
vuen.Fractal_0.55.jar,No,0,14962,101823,43
cb.nano.Crystal_i1.jar,No,0,225,2391,1
suh.nano.FlipPM_1.02.jar,Yes,60,244,2393,1
voidious.Dookious_1.584.jar,Yes,5600,23956,175340,84
sheldor.micro.EpeeistMicro_1.5.0.jar,Yes,222,748,5356,2
voidious.Dookious_0.91.jar,Yes,6785,28596,143524,27
brainfade.melee.Dusk_0.44.jar,No,0,3435,16896,2
etienne72230.Wall_street_1.0.jar,No,0,107,1386,1
rsalesc.mega.Knight_0.6.12.jar,No,0,46935,250022,208
aaa.ScalarBot_0.012n2.8.14.jar,No,0,66305,520053,196
jekl.Jekyl_.70.jar,No,0,11137,72281,21
dcs.Eater_of_Worlds_1.1.3-A.jar,No,0,2325,9875,2
mn.CombatTeam_3.23.1.jar,No,0,27978,90675,0
jk.mega.DrussGT_2.0.2.jar,Yes,5262,34726,118077,28
suh.nano.Swing_1.03.jar,Yes,45,229,2420,1
jk.precise.EnergyDome_1.0.jar,No,0,2372,8129,3
bndl.LostLion_1.2.jar,No,0,7635,35021,13
jk.melee.Neuromancer_4.7.jar,Yes,3499,20202,76648,25
wompi.Wallaby_4.1.jar,Yes,590,745,5244,2
logiblocs.Fire_1.0.jar,No,0,38,1000,1
cs.Mint_1.0.jar,No,0,16005,65388,35
cyragia.Bot_1.1.jar,Yes,238,1091,7974,3
aaa.Carbon_0.011b.jar,No,0,25327,203787,72
suh.nano.AMirrorC_1.00.jar,Yes,52,244,1935,1
sp.AstherNano_1.0.jar,No,0,239,1686,1
dsekercioglu.Rechner_1.0.1.jar,No,0,11405,81606,30
tlp.ThreeLeggedPig_1.jar,No,0,414,2888,1
jk.micro.Toorkild_0.4.4.jar,Yes,224,724,3712,1
abc.wiki.DCBot_1.0.jar,Yes,673,4584,21513,5
kurt.robot.KurtWaveSurfer_1.6.jar,No,0,2943,17364,5
jk.mini.CunobelinDC_1.0.jar,Yes,471,1476,7302,2
jk.melee.Neuromancer_2.4.jar,Yes,3022,17513,61537,23
abc.Shadow_3.82i.jar,No,0,28341,82869,32
satan.White_0.1.jar,No,0,346,2866,1
cjm.Charo_1.1.jar,Yes,150,741,4851,2
cb.mega.Firestarter_1.11a.jar,No,0,15078,45504,23
scheronimus.ScheroBot_2.3.jar,No,0,458,3454,1
pez.mini.Pugilist_2.5.1d.jar,Yes,306,1429,10909,3
voidious.Diamond_1.471.jar,Yes,8231,37630,218415,59
eem.EvBot_v0.3.jar,Yes,497,3317,10963,1
whind.TwintelligenceTeam_1.0.jar,Yes,409,1995,10629,2
voidious.Diamond_1.13.jar,Yes,4828,21349,121123,28
voidious.Diamond_1.7.7.jar,Yes,10346,47839,365392,101
voidious.Diamond_1.5.27.jar,Yes,8250,34537,206313,55
dz.GalbaMini_0.12.jar,Yes,368,1454,6545,2
casey.Flump_1.0.jar,No,0,247,2115,1
pez.mini.Pugilist_2.4.01.jar,Yes,319,1481,10898,3
gh.GresSuffurd_0.3.22.jar,Yes,2469,12832,53924,5
ags.muse.GlacialHawk_1.6.jar,No,0,11885,86966,35
serenity.serenityFire_1.29.jar,No,0,6460,18615,5
suh.mega.WaveSurferPG_1.00.jar,Yes,711,2724,29498,15
m3thos.Eva00_1.1.jar,Yes,234,715,4237,1
axeBots.SilverSurfer_2.61.jar,Yes,12582,46412,262720,45
divineomega.DivineBot_1.2.1.dir.jar,No,0,1560,9188,2
blir.nano.Bruce_R1.0.0.1.jar,No,0,177,1625,1
voidious.Diamond_1.45.jar,Yes,7721,34746,204424,54
oog.nano.Caligula_1.1.jar,No,0,249,2200,1
gh.GresSuffurd_0.3.18.jar,Yes,2392,12397,51785,5
jk.Machete_0.1.jar,Yes,55,247,1743,1
aaa.ScalarBot_0.012n2.7.100.jar,No,0,63559,504258,190
nammyung.ModelT_0.23.jar,Yes,362,1907,9052,2
sp.Nanos.Ember_1.0.jar,No,0,231,1990,1
eem.EvBotNG_v11.3.jar,Yes,11002,50453,278912,82
robar.haiku.Spike_1.0.jar,Yes,43,126,1280,1
rsalesc.mega.Knight_0.6.28.jar,No,0,47918,255737,214
hlavko.micro.Flex_1.0.jar,Yes,234,672,4516,1
theo.avenge.Pequod_1.0.jar,Yes,2220,11839,57724,10
rsalesc.mega.Knight_0.6.17.jar,No,0,46956,251380,210
doka.Shinigami_1.0.jar,Yes,185,748,4990,1
PkKillers.PkAssassin_1.0.jar,Yes,124,745,6228,3
josago.Jorgito_0.8.jar,No,0,1108,7099,2
dummy_team.BlindFighters_1.01.jar,Yes,116,522,3519,2
aw.GreatWolf_0.94.jar,No,0,7146,31701,4
aaa.mega.Scalar_0.01d.jar,No,0,16972,158700,67
stelo.MirrorNano_1.3.jar,Yes,122,244,1779,1
cb.mega.Firestarter_1.6.jar,No,0,14386,43525,22
justin.DemonicRage_2.1b.jar,No,0,18858,97249,33
justin.DemonicRage_3.1.0.jar,No,0,25339,152555,49
blir.nano.Cabbage_R1.1.1.jar,No,0,246,1936,1
apv.TheBrainPi_0.5fix.jar,Yes,2534,14528,71509,14
aw.Gilgalad_1.99.6.jar,Yes,12149,51079,239330,48
lxx.ConceptATeam_0.8.jar,No,0,18524,157530,82
velas.Beta_2_0_2.0.jar,No,0,602,3764,1
povik.nano.Smilee_0.2.1.jar,Yes,57,248,1730,1
voidious.Dookious_0.71.jar,Yes,7879,28927,144171,30
pez.rumble.CassiusClay_2rho.02lb.jar,Yes,2245,11662,83686,27
RobotMarco.MarcoV_0.1.jar,Yes,44,91,1348,1
shrub.Vapour_src124.jar,Yes,8640,23918,98155,35
oog.micro.MagicD3_0.2.jar,No,0,743,4755,2
rampancy.Durandal_1.3.jar,No,0,9427,92411,39
mn.CombatTeam_1.0.jar,No,0,11144,50325,34
xander.cat.XanderCat_9.6.jar,Yes,9880,35274,322002,129
dmh.robocode.robot.BlackDeath_9.2.jar,No,0,30344,249902,79
rsim.mini.BulletCatcher_0.3.jar,No,0,1495,8188,2
WidowMakersAtWar.Hollow_1.0.jar,Yes,92,308,2348,1
rsalesc.melee.Monk_0.2.jar,No,0,27351,142338,130
voidious.Diamond_1.8.25.jar,Yes,11368,49248,407202,107
jk.mini.CunobelinDC_0.2.jar,Yes,369,1489,7285,2
abc.Shadow_3.77x.jar,No,0,30539,86025,33
abc.Shadow_3.71.jar,No,0,30078,77898,25
lxx.Tomcat_3.58.jar,No,0,42211,368508,155
ab.DengerousRoBatra_1.3.jar,No,0,3677,19887,5
rsalesc.mega.Knight_0.5.0.jar,No,0,42329,229778,196
jk.melee.Neuromancer_1.2.jar,Yes,2956,17137,65008,23
eem.awful_v1.1.jar,Yes,24,30,378,1
mld.LittleBlackBook_1.64.jar,Yes,2388,248,130644,1
eem.EvBotNG_v0.5.jar,No,0,17740,119069,48
pbg.TNT_0.99.1.jar,No,0,7690,58591,33
sheldor.micro.EpeeistMicro_2.1.0.jar,Yes,252,745,5666,2
wompi.TassieDevils_1.8.jar,Yes,564,1972,13178,7
voidious.Dookious_1.464.jar,Yes,4750,19540,139332,61
jk.mega.DrussGT_0.3.6.jar,Yes,1243,6762,22982,6
rz.GlowBlowMelee_1.4.jar,No,0,1498,8127,3
blir.micro.Potato_R1.jar,No,0,586,4008,1
kms.Royal_0.14M.jar,Yes,155,740,4811,1
jk.precise.Wintermute_0.2.jar,Yes,3061,16287,81184,27
aaa.SimpleBot_0.02.jar,No,0,5040,47047,14
eem.EvBot_v4.2.jar,No,0,16071,84248,25
mld.LittleBlackBook_1.54.jar,Yes,2529,249,109339,1
blir.nano.dev.Steady_Stalker_1.0.jar,Yes,112,362,2634,1
voidious.team.LuminariousDuo_1.01.jar,Yes,417,1907,10615,5
dvogon.GangBang_1.0.jar,Yes,222,922,5481,2
voidious.mini.Komarious_1.702.jar,Yes,348,1487,8062,2
aaa.ScalarBot_0.012n2.8.6.jar,No,0,66182,518243,195
wompi.Wallaby_1.0.jar,No,0,669,4009,1
mn.nano.perceptual.BotCatcherTwins_1.2.0.jar,No,0,175,1763,0
ar.horizon.Horizon_1.0beta7.jar,Yes,1272,6105,46253,14
aw.Gilgalad_1.99.3.jar,Yes,13152,53892,247118,48
voidious.mini.Komarious_1.744.jar,Yes,349,1488,8056,2
voidious.mini.Komarious_1.733.jar,Yes,349,1492,8042,2
voidious.Diamond_1.7.20.jar,Yes,11009,50084,399227,106
tjk.deBroglie_rev0094.jar,Yes,8369,30685,164106,43
eem.EvBotNG_v4.5.jar,Yes,7882,34138,204154,62
rsalesc.melee.Monk_0.1.jar,No,0,20130,105227,101
pa3k.Viper_3.25.jar,No,0,26774,171062,60
pa3k.Viper_3.30.jar,No,0,26798,171181,60
cs.Nene_MC58k7.jar,Yes,3956,17056,93656,29
aetos.AetosFirstBot_1.0.jar,No,0,357,2419,1
pe.SandboxDT_3.02.jar,No,0,36539,76330,21
voidious.TripHammer_RES1.6.jar,Yes,6654,26805,161892,44
eem.EvBot_v4.5.7.jar,No,0,31309,154732,37
voidious.test.DookiBee_0.61.jar,Yes,7518,29039,136732,29
voidious.Diamond_1.431.jar,Yes,7802,35466,208797,58
pez.rumble.CassiusClay_1.9.9.24.jar,Yes,1186,6347,42217,10
adt.Ar2_1.0.jar,No,0,3139,18810,7
voidious.mini.Komarious_1.343.jar,Yes,377,1487,11044,4
voidious.Dookious_0.96.jar,Yes,6863,29014,144826,27
aaa.SimpleBot_0.023f.jar,No,0,8716,66419,19
cs.ags.Scarlet_1.1b.jar,No,0,30470,132458,66
sp.Megas.Trident_2.0.jar,No,0,5619,31226,6
cs.Mint_0.12.jar,No,0,14556,60642,30
rsim.mini.BulletCatcher_0.4.jar,No,0,1489,8668,2
abc.Shadow_3.82n.jar,No,0,28435,82794,32
omens.CannonfodderMicro_1.3.jar,No,0,978,6455,1
voidious.Dookious_0.814.jar,Yes,6502,25075,126658,25
sheldor.micro.EpeeistMicro_1.2.1.jar,Yes,217,749,5433,2
tjk.deBroglie_0.65.jar,Yes,1938,8067,40565,11
bvh.tyr.Tyr_1.74.jar,Yes,965,4264,21643,8
gh.micro.GrubbmOne_0.3.jar,Yes,200,725,3712,1
wiki.ChalkiLightning_0.0.Temp.jar,Yes,4110,19751,117113,36
WarfaJibril.Jibril_Warfa_Andromeda_1.11.jar,No,0,754,3832,1
abc.Shadow_3.83.jar,No,0,29957,86486,32
uccc.MilkyWay_1.00.jar,No,0,3911,22740,12
voidious.Diamond_1.6.15.jar,Yes,9045,39434,260925,72
jk.Waylander_0.1.7.jar,Yes,149,739,3472,1
eld.Hmm_1.0.jar,Yes,115,766,3750,1
sp.Megas.AGravitatorExcel_1.0.jar,No,0,4206,22084,5
rsalesc.mega.Knight_0.6.13.jar,No,0,46930,250018,208
voidious.Dookious_1.47.jar,Yes,4768,19618,139663,61
rsalesc.melee.Medina_0.4.5.jar,No,0,47787,253871,220
cjm.chalk.Chalk_2.6.He.jar,Yes,1931,10538,49734,16
wompi.Numbat_1.1.jar,Yes,522,1824,12448,5
gh.GresSuffurd_0.3.2.jar,Yes,2267,11732,48293,5
jk.melee.Neuromancer_5.2.jar,Yes,3640,21704,86997,29
ags.lunartwins.LunarTwins_1.4a.jar,Yes,531,1945,17484,7
jk.mega.DrussGT_2.7.9.jar,Yes,6732,46313,142795,31
barontrozo.BaronTrozo_1.6.jar,No,0,14160,74146,21
divineomega.DivineBot_1.6.6.jar,No,0,9680,52068,15
lxx.Tomcat_3.50.jar,No,0,43127,384196,164
wompi.Numbat_2.1.jar,Yes,3987,9914,103282,45
eem.EvBotNG_v3.4.jar,Yes,6938,29406,185233,61
dmh.robocode.robot.YellowBird_0.10.jar,No,0,249,2170,1
lxx.Tomcat_3.15.155.jar,No,0,35281,333832,139
jk.mega.DrussGT_1.6.7c.jar,Yes,4871,32562,109294,27
pez.rumble.CassiusClay_2rho.02nh.jar,Yes,2364,12683,90283,30
aaa.ScaledBot_0.01b.jar,No,0,12879,118225,61
divineomega.DivineBot_1.9.1.jar,No,0,15040,83689,22
cmt.SteffBot_1.3.jar,No,0,804,5541,3
suh.nano.Level01_1.00.jar,Yes,21,61,1057,1
bwbaugh.nano.Tirunculus_0.0.0a.jar,No,0,242,2074,1
eem.EvBot_v3.5.jar,No,0,12783,63899,20
cs.Wren_1.0.jar,No,0,527,3410,1
ags.muse.GlacialHawk_1.1.jar,No,0,11351,84180,34
voidious.Diamond_1.8.18.jar,Yes,11389,49237,407190,107
romz.robot.Test_0.1.0.jar,Yes,1247,5103,46198,29
ar.horizon.Horizon_1.0betaF4.jar,Yes,1819,8110,60189,19
bvh.two.Valkiries_0.44t_mk3.jar,No,0,1633,8628,4
gwah.GerryBotMkII_1.5.1.jar,No,0,320,2561,1
mld.Moebius_2.9.2.jar,Yes,324,249,3458,1
nat.BlackHole_2.0gamma.jar,Yes,2105,17753,72618,19
ntc.Knowledge_1.1.jar,Yes,102,748,2929,1
abud.ThirdRobo_1.0.jar,Yes,372,1698,10711,4
jk.mega.DrussGT_2.0.3.jar,Yes,5264,34723,118077,28
wompi.Numbat_1.0.jar,Yes,581,1864,12065,5
kinsen.nano.Hoplomachy_1.6.jar,Yes,123,246,2127,1
bvh.loki.Loki_0.5.jar,Yes,548,2835,10533,3
rsalesc.mega.Knight_0.4.2b.jar,No,0,38092,200494,168
jk.mega.DrussGT_2.7.0.jar,Yes,6710,52245,148435,31
dsekercioglu.Husky_1.4.jar,No,0,8161,48698,15
theo.simple.Lucid_1.0.jar,Yes,1329,6849,41023,9
voidious.Diamond_1.8.2.jar,Yes,11333,48621,404278,107
rsalesc.mega.Knight_0.6.1.jar,No,0,46914,249686,208
divineomega.DivineBot_1.2.1.rate.jar,No,0,1571,9212,2
suh.nano.OscillatorW_1.00.jar,Yes,58,242,2800,2
jk.micro.Toorkild_0.4.2.jar,Yes,232,744,3763,1
pa3k.Manta_1.11.jar,No,0,21882,135767,43
kawigi.sbf.Barracuda_1.0.jar,Yes,264,1499,8171,2
voidious.Diamond_1.191.jar,Yes,5243,22855,128026,28
jk.nano.Olek_0.1.0.jar,Yes,60,249,1887,1
voidious.Diamond_1.7.26.jar,Yes,10960,48917,397733,108
ntc.Cannon_1.1.jar,No,0,746,5527,2
penguin.Ivy_1.1r.jar,Yes,1153,7114,25656,4
sp.Megas.Trident_1.8.jar,No,0,4752,26467,5
dsekercioglu.SwordOfFire_1.2.jar,No,0,7738,53230,24
jk.mega.DrussGT_2.7.11.jar,Yes,6864,46926,129354,32
voidious.mini.Komarious_1.541.jar,Yes,390,1499,9490,4
abc.wiki.DCBot_1.01.jar,Yes,681,4648,21637,5
jk.mega.DrussGT_1.6.7.jar,Yes,4871,32534,109271,27
positive.Portia_1.25f.jar,No,0,47837,135542,96
jk.mega.DrussGT_2.8.7.jar,Yes,8130,58306,139632,35
jk.melee.Neuromancer_3.8.2.jar,Yes,3209,18321,65046,24
voidious.Dookious_1.124.jar,Yes,7487,33427,166741,28
apc.Colossus2_0.13.jar,No,0,3105,12413,1
aaa.ScalarBot_0.012l21.jar,No,0,41706,319101,114
